SOURCE_ID,YEAR,MONTH,DAY,HOUR,MINUTE,CAUSE,VALIDITY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,REGION_CODE,COUNTRY,STATE/PROVINCE,LOCATION,LATITUDE,LONGITUDE,MAXIMUM_HEIGHT,MAGNITUDE_ABE,MAGNITUDE_IIDA,INTENSITY_SOLOVIEV,WARNING_STATUS,MISSING,MISSING_ESTIMATE,INJURIES,INJURY_ESTIMATE,FATALITIES,FATALITY_ESTIMATE,DAMAGE_MILLIONS_DOLLARS,DAMAGE_ESTIMATE,HOUSES_DAMAGED,HOUSE_DAMAGE_ESTIMATE,HOUSES_DESTROYED,HOUSE_DESTRUCTION_ESTIMATE,ALL_MISSING,MISSING_TOTAL,ALL_INJURIES,INJURY_TOTAL,ALL_FATALITIES,FATALITY_TOTAL,ALL_DAMAGE_MILLIONS,DAMAGE_TOTAL,ALL_HOUSES_DAMAGED,HOUSE_DAMAGE_TOTAL,ALL_HOUSES_DESTROYED,HOUSE_DESTRUCTION_TOTAL
5520,1839,,,,,0,3,,,81,NEW ZEALAND,,"WAIKAWA, SOUTHLAND",-46.627,169.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1840,1,4,,,1,2,150,7,60,INDONESIA,,JAVA,-8,110.5,,,,0,,,,,,,,,,,,,,,,,,,,,3,,,,3
716,1840,1,16,,,9,-1,,,88,USA,CA,S. CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1840,1,28,8,,1,1,40,,89,PERU,,CENTRAL PERU,-12.3,-77.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
718,1840,2,14,,,1,2,,,83,INDONESIA,,N. MOLUCCAS ISLANDS,0.8,127.325,,,,0.5,,,,,,,,,1,,,,,,,,,,,,2,,,,3
719,1840,3,22,,,1,1,,6.5,84,PHILIPPINES,,PHILIPPINE SEA,12.9,123.9,,,1,1,,,,,,35,1,,1,,,,,,,200,3,52,2,,3,,,,3
5521,1840,7,28,,,1,0,,,81,NEW ZEALAND,,WHITIANGA,-36.836,175.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,1840,8,,,,0,2,,,81,NEW ZEALAND,,EAST CAPE,-37.61,178.35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,1840,11,11,,,1,0,,5.2,75,USA,PA,"PHILADELPHIA, PENNSYLVANIA",39.8,-75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1840,,,,,1,-1,,,80,USA,HI,HAWAII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1841,5,17,21,30,1,4,30,8.4,86,RUSSIA,,KAMCHATKA,52,158,15,,3.9,3,,,,,,,,,1,,,,,,,,,,,,2,,,,
724,1841,11,26,,,1,3,,,83,INDONESIA,,MOLUCCAS ISLANDS,-5,130,3,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
725,1841,12,16,,,1,3,,6,83,INDONESIA,,BANDA SEA,-4,127.5,1.5,,1,1.5,,,,,,,,,2,,,,3,,,,,,,,2,,,,3
721,1841,,,,,0,1,,,89,PERU,,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1842,5,7,21,,1,4,,8.1,74,HAITI,,CAP-HAITIAN,19.75,-72.2,5,,4.2,,,,,,,300,3,,3,,,,3,,,,,5300,4,,4,,,,4
4313,1842,11,1,,,1,2,,,75,CANADA,,ST. LAWRENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1842,11,11,,,1,1,,6,60,BANGLADESH,,BAY OF BENGAL:  NORTHERN END,24,89.25,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
728,1843,1,5,,,1,4,70,7.3,60,INDONESIA,,SW. SUMATRA,1.5,98,,,,2,,,,,,,,,3,,,,3,,,,,,3,,3,,,,3
729,1843,2,7,,,1,1,,6,60,INDONESIA,,BALI SEA,-7.2,114,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
730,1843,2,8,14,50,1,4,33,8.3,74,GUADELOUPE (FRENCH TERRITORY),,POINTE-A-PITRE,16.5,-62.2,1.2,,0.3,,,,,,,,,,,,,,,,,,,5000,4,,4,,,,
731,1843,2,17,,,6,1,,,74,GUADELOUPE (FRENCH TERRITORY),,MARIE-GALANTE ISLAND,15.933,-61.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1843,4,25,,,1,4,,8.4,85,JAPAN,,SE. HOKKAIDO ISLAND,42,146,4.5,,2.2,2.5,,,,,,45,1,,2,,,75,2,,,,,45,1,,2,,,75,2
4302,1843,7,5,,,0,0,,,73,UK,,"CORNWALL, ENGLAND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1843,7,8,5,5,1,2,,7.5,81,NEW ZEALAND,,NEW ZEALAND,-39.9,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1843,9,14,10,30,1,2,,6.5,50,CROATIA,,DUBROVNIK,42.6,18.1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
734,1843,10,18,,,1,2,,6.5,50,GREECE,,ISLAND OF CHALKI,36.3,27.6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
736,1844,3,3,18,25,1,2,,,50,CROATIA,,DUBROVNIK,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
737,1844,3,8,,,0,-1,,,85,JAPAN,,"IAMACHI, JAPAN",,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
738,1844,3,22,10,13,1,2,,,50,CROATIA,,DUBROVNIK,43.4,16.7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
741,1845,2,8,7,30,1,3,,7,83,INDONESIA,,CELEBES SEA,1.5,124.85,,,,0,,,,,,,,,,,,,,,,,,118,3,,2,,,,3
742,1845,4,7,,,1,3,,8,88,MEXICO,,S. MEXICO,17,-100.6,,,,1.5,,,,,,,,,,,,,,,,,,,,,2,,2,,
3311,1845,6,18,,,1,1,,,50,ITALY,,ISLAND OF SICILY,36.4,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,1845,6,19,,,1,3,,6.3,60,INDIA,,RANN OF KUTCH,23.583,68.367,,,,,,,,,,,,,2,,,,2,,,,,,1,,2,,,,2
744,1845,7,5,,,1,1,,,81,NEW ZEALAND,,N. NEW ZEALAND,-39.93,175.05,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
745,1845,8,16,16,38,1,1,,,50,CROATIA,,DUBROVNIK,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
746,1845,9,,,,1,-1,,,85,JAPAN,,"NAGASAKI, JAPAN",,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
740,1845,,,,,8,3,,,87,USA,AK,"SE. ALASKA, AK",,,,,,3,,,,,,100,2,,,,,,,,,,,100,2,,,,,,
749,1846,1,25,0,0,1,4,,7.3,83,INDONESIA,,"TERNATE ISLAND, N. MOLUCCAS ISLANDS",2,126.5,1.2,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
750,1846,3,,,,1,4,,6.9,85,JAPAN,,SANRIKU,39.5,142.5,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5551,1846,5,7,,,0,4,,,81,NEW ZEALAND,,"LAKE TAUPO, NORTH ISLAND",-38.96,175.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,1846,7,25,17,30,1,2,,,50,TURKEY,,IZMIR,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3313,1846,8,14,12,35,1,3,5,6.1,50,ITALY,,LIVORNO,43.4,10.6,,,,3,,,,,,,,,,,,,,,,,,56,2,,3,,,,
3314,1846,8,26,17,23,1,3,,,50,ITALY,,TUSCANY,43.5,10.5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
3316,1846,9,12,,,1,3,,,50,ITALY,,TUSCANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,1846,9,19,,,1,3,,,50,ITALY,,TUSCANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,1846,10,4,22,15,1,3,,,50,ITALY,,TUSCANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,1846,10,14,11,15,1,3,,,50,ITALY,,TUSCANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,1846,10,19,,,1,3,,,50,ITALY,,TUSCANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,1846,10,24,,,1,3,,,50,ITALY,,TUSCANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,1846,10,28,,,1,3,,,50,ITALY,,TUSCANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,1846,11,29,0,55,1,3,,,50,ITALY,,TUSCANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,1846,12,3,,,1,2,,,50,ITALY,,TUSCANY,43.3,10.7,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
748,1846,,,,,1,2,,,50,TURKEY,,ISMIR,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3325,1847,4,15,,,1,3,,,50,ITALY,,LIVORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3326,1847,4,16,,,1,3,,,50,ITALY,,LIVORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,1847,4,17,,,1,3,,,50,ITALY,,LIVORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,1847,5,23,,,1,2,,,89,PERU,,CENTRAL PERU,-12.1,-77.1,2,,1,1.5,,,,,,,,,1,,,,,,,,,,,,1,,,,
3353,1847,8,26,,,0,2,,,50,ITALY,,NAPLES,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
754,1847,8,27,,,9,1,,,85,JAPAN,,SANRIKU,,,,,1,1.5,,,,,,335,3,,1,,,,,,,,,335,3,,1,,,,
756,1847,10,19,,,1,2,,,89,CHILE,,CENTRAL CHILE,-31.61,-71.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1847,10,31,,,1,3,,,60,INDIA,,LITTLE NICOBAR ISLAND,7.333,93.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,1848,6,,,,0,1,,,86,RUSSIA,,KAMCHATKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,1848,7,12,,,1,2,,,81,FRENCH POLYNESIA,,TAHITI,-17.9,-149.9,,,,0.5,,,,,,,,,1,,,,,,,,,,,,1,,,,
2793,1848,9,24,,,8,3,,,75,CANADA,NL,"FISHING SHIPS HARBOUR, NEWFOUNDLAND",52.616,-55.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1848,10,15,14,10,3,1,,7.9,81,NEW ZEALAND,,COOK STRAIT,-41.9,173.6,0.3,,-1,0.5,,,,,,,,,,,,,,,,,,,,,1,,,,
5485,1848,10,17,4,10,1,-1,,6,81,NEW ZEALAND,,COOK STRAIT,,,,,,0.5,,,,,,,,,,,1,,,,,,,,,,,,2,,1
5486,1848,10,18,17,33,1,-1,,6,81,NEW ZEALAND,,WELLINGTON,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,2
763,1849,1,25,5,10,1,3,,7.5,81,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",14,143.3,6.1,,1,2,,1,1,,,,3,,2,,,,,,,,2,,3,,3,,,,3
767,1849,9,28,9,,1,4,,,86,RUSSIA,,KAMCHATKA,55,166,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
772,1849,11,17,10,10,1,4,,7.5,89,CHILE,,CENTRAL CHILE,-29.95,-71.37,5,,2.3,2.5,,,,,,,,,1,,1,,,,,,,,1,,1,,1,,
3433,1850,1,21,,,0,2,,,50,ITALY,,LIVORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,1850,5,16,,,0,2,,,50,ITALY,,LIVORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1850,7,20,,,8,1,,,85,JAPAN,,SANRIKU,39.5,142,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
3357,1850,10,20,,,1,2,,,50,ITALY,,LIVORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1850,,,,,6,1,,,84,NORTHWEST PACIFIC OCEAN,,PHILIPPINE SEA,20.6,134.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,1851,2,28,15,,1,2,,7.2,50,GREECE,,DODECANESE ISLANDS,36.5,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,1851,2,28,,,1,3,,7.2,50,TURKEY,,"FETIYE, ASIA MINOR",35.5,28.7,0.9,,-0.1,3,,,,,,,,,,,,,,,,,,,,,,,,,
777,1851,4,2,10,48,1,-1,,7.1,89,CHILE,,CENTRAL CHILE,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,3
778,1851,4,3,,,1,3,,,50,TURKEY,,ASIA MINOR,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
780,1851,5,4,,,0,3,,,60,INDONESIA,,LAMPUNG BAY,-5,105,1.5,,3.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
781,1851,5,15,16,10,1,1,,,88,USA,CA,N. CALIFORNIA,37.8,-122.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,1851,5,23,,,0,2,,,50,GREECE,,KHALKI ISLET,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
783,1851,5,26,18,14,1,2,,7.2,89,CHILE,,NORTHERN CHILE,-27.35,-70.35,3,,1.6,2,,,,,,,,,1,,,,,,,,,,,,3,,,,3
3372,1851,7,28,18,33,1,1,,4.1,50,ITALY,,LIGURIAN SEA,43.75,10.3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
784,1851,10,12,6,,1,2,,6.6,50,ALBANIA,,ALBANIAN COASTS,40.5,19.7,0.66,,-0.1,3,,,,,,,,,,,,,,,,,,2000,4,,4,,,,4
785,1851,11,13,2,51,1,1,,,88,USA,CA,"SAN FRANCISCO BAY, N. CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,1851,12,16,,,0,1,,,50,ITALY,,LIVORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5454,1852,1,9,,,1,3,150,6.5,60,INDONESIA,,JAVA,-6.5,105.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,1,,1,,
3373,1852,2,2,7,30,6,2,,,50,ITALY,,LIVORNO,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
786,1852,5,12,2,,1,2,,,50,TURKEY,,ASIA MINOR,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
3435,1852,6,26,7,15,1,2,,,50,ITALY,,LIVORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1852,7,17,,,2,2,,,74,CUBA,,SANTIAGO DE CUBA,20,-75.8,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
789,1852,9,8,22,30,1,3,,,50,TURKEY,,ASIA MINOR,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
790,1852,9,16,10,30,1,2,,7.5,84,PHILIPPINES,,W. LUZON ISLAND,14,120.5,,,,1.5,,,,,,,,,,,,,,,,1,1,3,1,,3,,,,3
3374,1852,11,10,,,1,2,,,50,ITALY,,LIVORNO - LIGURIAN SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,1852,11,10,,,1,-1,,,83,INDONESIA,,BANDA SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1852,11,11,0,0,1,1,,6.8,60,INDONESIA,,"SIBOLGA, SUMATRA",1.5,98,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
795,1852,11,16,,,1,-1,,,83,INDONESIA,,BANDA SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1852,11,19,,,1,1,,,83,INDONESIA,,"AMBON ISLAND, BANDA SEA",-3.7,128.2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
5452,1852,11,23,,,1,-1,,,83,INDONESIA,,BANDA SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1852,11,25,7,9,1,1,,,88,USA,CA,"SAN FRANCISCO, N. CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,1852,11,25,22,40,1,4,100,8.3,83,INDONESIA,,BANDA SEA,-5.25,129.75,8,,3,2.5,,,,,,60,2,,2,,,,2,,,,,60,2,,3,,,,3
801,1852,11,27,,,1,1,,,89,PERU,,PERU,-12.1,-77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,1852,11,29,,,1,3,,7,88,MEXICO,,N. MEXICO,32.5,-115.5,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
803,1852,12,4,,,1,2,,7,88,MEXICO,,S. MEXICO,17,-100,,,,0,,,,,,,,,,,,,,,,,4,1,1,,3,,,,3
804,1852,12,24,,,1,1,,7,83,INDONESIA,,BANDANEIRA,-5,130.5,,,,2,,,,,,,1,,1,,,,,,,,,,1,,1,,,,2
3375,1853,4,8,17,50,1,2,,,50,ITALY,,TYRRHENIAN SEA -SALERNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1853,7,15,,,1,4,,6.7,74,VENEZUELA,,CUMANA,10.5,-64.2,5,,,,,,,,,,,,1,,,,1,,,,3,1000,3,,3,,,,3
808,1853,8,18,8,30,1,3,,,50,GREECE,,CENTRAL GREECE (EVOIKOS GULF),38.25,23.5,,,,3,,,,,,,,,,,,,,,,,,17,1,,2,,,,
5475,1853,10,3,,,1,2,,,85,JAPAN,,OKINAWA ISLAND,26.2,127.6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
809,1853,10,29,,,6,1,,,84,TAIWAN,,E. TAIWAN-RYUKYU ISLANDS,24,121.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1853,11,,,,1,1,,,86,RUSSIA,,S. KURIL ISLANDS,47,152,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3376,1853,12,11,16,15,1,2,,,50,SERBIA AND MONTENEGRO,,DALMATIA - ADRIATIC SEA,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
811,1853,12,24,,,1,1,,,81,TONGA,,TONGATAPU ISLAND,-21.167,-175.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1853,,,,,8,4,1,,87,USA,AK,"LITUYA BAY, AK",58.63,-137.57,120,,4.3,4,,,,,,,2,,,,,,,,,,,,2,,,,,,
815,1854,1,4,,,1,2,,6,83,INDONESIA,,BANDA SEA,-3.5,128.6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816,1854,1,15,,,6,1,,,84,NORTHWEST PACIFIC OCEAN,,PHILIPPINE SEA,20.9,134.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1854,1,27,18,10,3,3,,,87,USA,AK,"KODIAK ISLAND, AK",57,-152,2.4,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3437,1854,2,29,,,0,1,,,50,FRANCE,,LIGURIAN SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1854,5,31,12,59,3,1,,,88,USA,CA,S. CALIFORNIA,34.4,-119.7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
820,1854,6,27,,,1,-1,,7,86,RUSSIA,,N. KURIL ISLANDS,51,158,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
821,1854,7,9,,,6,4,,,86,RUSSIA,,N. KURIL ISLANDS,50.9,155.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1854,7,24,,,0,2,,,88,USA,CA,S. CALIFORNIA,,,0.1,,-1.7,-2,,,,,,,,,,,,,,,,,,,,,,,,,
824,1854,8,4,,,1,2,,7.2,88,COSTA RICA,,COSTA RICA-PANAMA,8.5,-83,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
825,1854,8,7,,,1,2,,7.2,88,COSTA RICA,,COSTA RICA-PANAMA,8.5,-83,,,,1.5,,,,,,,,,3,,,,,,,,,,,,3,,,,
826,1854,8,18,,,0,2,,,88,USA,CA,S. CALIFORNIA,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,1854,9,27,,,1,3,,,83,INDONESIA,,N. MOLUCCAS ISLANDS,0.8,127.4,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
828,1854,10,4,18,19,0,3,,,88,USA,CA,N. CALIFORNIA,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1854,10,22,3,35,1,2,,,88,USA,CA,N. CALIFORNIA,37.8,-122.4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2667,1854,11,1,,,0,-1,,,88,USA,CA,N. CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1854,11,10,,,0,-1,,,88,USA,CA,N. CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1854,12,1,,,0,-1,,,88,USA,CA,N. CALIFORNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1854,12,4,,,0,1,,,88,MEXICO,,S. MEXICO,16.8,-99.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1854,12,23,0,0,1,4,,8.3,85,JAPAN,,ENSHUNADA SEA,34,137.9,21,,4,3,,,,,,300,3,,4,,,8300,4,,,,,1000,3,,4,,,8900,4
837,1854,12,24,8,0,1,4,,8.4,85,JAPAN,,NANKAIDO,33.1,135,28,,4,2.5,,,,,,3000,4,,4,,,15000,4,,,,,3000,4,,4,,,20000,4
3377,1854,12,29,2,45,1,2,,,50,FRANCE,,LIGURIAN SEA,43.8,7.9,,,,,,,,,,,,,1,,,,,,,,,,,,2,,2,,2
839,1855,1,23,9,,1,3,,8,81,NEW ZEALAND,,NORTHERN ISLAND,-41.25,175,9,,3.2,3,,,,,,,,,,,,,,,,,,,,,3,,,,3
5523,1855,2,3,,,1,4,,,81,NEW ZEALAND,,WHARANUI,-41.93,174.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,1855,2,11,12,0,3,2,25,5.5,81,NEW ZEALAND,,,-39.2,177.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1855,2,13,,,1,2,,,50,TURKEY,,ASIA MINOR,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
843,1855,2,17,,,0,2,,,73,PORTUGAL,,AZORES,,,10,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1855,3,20,0,30,1,1,,6,88,USA,CA,N. CALIFORNIA,40.75,-124.2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
845,1855,4,14,,,0,3,,,60,INDONESIA,,FLORES ISLAND,-9,121,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,
3378,1855,5,18,14,,0,2,,,50,FRANCE,,LIGURIAN SEA  - NICE,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
846,1855,7,11,4,15,3,3,,6,88,USA,CA,S. CALIFORNIA,34.1,-118.1,,,,0,,,,,,,,,,,,,,,,,,,,,2,26,1,1,1
847,1855,8,11,9,15,1,1,,,89,CHILE,,CENTRAL CHILE,-33,-71.7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
848,1855,9,25,,,1,1,,,74,HONDURAS,,TRUJILLO,15.91,-85.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,1855,10,22,3,45,1,1,,,88,USA,CA,N. CALIFORNIA,37.8,-122.4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
850,1855,11,7,,,1,4,,7,85,JAPAN,,ENSHUNADA,34.5,137.6,3,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
851,1855,11,11,,,1,4,,7,85,JAPAN,,TOKAIDO,35.65,139.8,,,,,,,,,,,,,,,,,,,,,,6757,4,,4,,,50000,4
5426,1855,12,3,,,1,1,,7,85,JAPAN,,NANKAIDO,32.5,134.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,1855,,,,,1,0,,4.8,84,CHINA,,SICHUAN PROVINCE,29.2,108.1,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
855,1856,1,6,,,0,1,,,73,PORTUGAL,,AZORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1856,2,15,13,25,3,3,,5.5,88,USA,CA,N. CALIFORNIA,37.5,-122.3,0.6,,,-1,,,,,,,,,,,,,,,,,,,,,1,,,,
859,1856,3,2,,,6,4,,,83,INDONESIA,,SANGIHE ISLAND,3.67,125.5,,,1,1,,,,,,,1,,,,,,,,,,2,2806,4,,3,,,,3
858,1856,3,,,,0,3,,,81,NEW ZEALAND,,"S CANTERBURY PROVINCE, SOUTH ISLAND",-44,172,1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
861,1856,7,25,,,1,2,,,60,INDONESIA,,JAVA-FLORES SEA,-8.5,116,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
862,1856,7,26,,,6,1,,,87,USA,AK,"UNIMAK ISLAND, AK",54.6,-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,1856,8,4,,,1,4,,7.5,74,HONDURAS,,BAY OF HONDURAS,16,-88,5,,,,,,,,,,,,2,,,,,,,,,,3,,3,,,,3
3438,1856,8,21,21,45,1,3,,,50,ALGERIA,,SEA OF ALBORAN,37.1,5.7,,,,4,,,,,,,,,1,,,,,,,,,,,,1,,,,
3380,1856,8,22,11,40,1,3,,,50,ALGERIA,,SEA OF ALBORAN,37.1,5.7,5,,,4,,,,,,,,,,,,,,,,,,3,1,,,,,,
864,1856,8,23,4,30,1,4,,8,85,JAPAN,,SE. HOKKAIDO ISLAND,40.5,143.5,6,,2.6,2,,,,,,26,1,,2,238,3,193,3,,,,,26,1,,2,238,3,193,3
5503,1856,9,,,,9,2,,,85,JAPAN,,TOKYO BAY,35.6,139.7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
866,1856,10,12,0,45,1,2,,8.3,50,GREECE,,CRETE,35.5,26,,,,3,,,,,,,,,,,,,,,,,,538,3,,3,,,8000,4
867,1856,11,13,,,1,3,,6.6,50,GREECE,,"CHIOS ISLAND, AEGEAN ISLANDS",38.5,26.25,,,,3,,,,,,,,,,,,,,,,,,,2,,2,,,,3
3639,1857,1,6,,,1,0,,,50,SUDAN,,NILE RIVER,4.9,31.7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
869,1857,4,17,,,3,4,,8,82,PAPUA NEW GUINEA,,BISMARCK SEA,-5.5,147,,,,1.5,,,,,,,2,,2,,,,2,,,,,,2,,2,,,,2
870,1857,5,13,,,1,4,50,7,60,INDONESIA,,BALI SEA,-8,115.5,3.4,,1.6,2,,,,,,,,,,,,,,,,,,36,1,,2,,,,2
3439,1857,5,23,9,,1,2,,,50,ALGERIA,,SEA OF ALBORAN,36.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,1857,7,13,22,,1,4,,6.4,85,JAPAN,,TOKAIDO,34.8,138.3,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
868,1857,9,17,22,,1,0,,,50,TURKEY,,MARMARA SEA,40.2,29,,,,,,,,,,,,,,,,,,,,,,,,,1,,,32,1
872,1857,11,17,,,1,3,,,83,INDONESIA,,"KEMA, SULAWESI I, N. MOLUCCAS IS",1.35,125.2,,,,1.5,,,,,,,,,2,,,,3,,,,,,,,2,,,,3
873,1857,11,18,,,1,2,,,83,INDONESIA,,"KEMA, SULAWESI I, N. MOLUCCAS IS",1.35,125.2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
