SOURCE_ID,WAVE_ID,YEAR,MONTH,DAY,REGION_CODE,COUNTRY,STATE/PROVINCE,LOCATION,LATITUDE,LONGITUDE,DISTANCE_FROM_SOURCE,TRAVEL_TIME_HOURS,TRAVEL_TIME_MINUTES,VALIDITY,MEASUREMENT_TYPE,PERIOD,FIRST_MOTION,MAXIMUM_HEIGHT,HORIZONTAL_INUNDATION,INJURIES,INJURY_ESTIMATE,FATALITIES,FATALITY_ESTIMATE,DAMAGE_MILLIONS_DOLLARS,DAMAGE_ESTIMATE,HOUSES_DAMAGED,HOUSE_DAMAGE_ESTIMATE,HOUSES_DESTROYED,HOUSE_DESTRUCTION_ESTIMATE
1706,2346,1938,3,6,80,USA,HI,"HONOLULU, OAHU, HI",21.3067,-157.867,6098,,,?,2,30,,0.03,,,,,,,,,,,
1707,9369,1938,3,22,88,USA,CA,CALIFORNIA COAST,,,,,,?,1,,,,,,,,,,,,,,
1708,2348,1938,5,13,82,PAPUA NEW GUINEA,,"SALAMAUA, BISMARCK SEA",-7.04,147.05,142,,,,1,,,,,,,,,,1,,1,,1
1710,2349,1938,5,19,88,USA,CA,"SANTA MONICA, CA",34.008,-118.5,12934,,,?,2,,,0.1,,,,,,,,,,,
1710,2350,1938,5,19,83,INDONESIA,CENTRAL SULAWESI,"MAMBARA, SULAWESI",-0.7912,119.8733,27,,,,1,,,3,,,,,,,,,,,
1710,2354,1938,5,19,83,INDONESIA,CENTRAL SULAWESI,"AMPIBABO, MOLUCCA ISLANDS, SULAWESI",-0.4526,120.0659,61,,,,1,,,,,,,1,1,,,,,,
1710,2352,1938,5,19,83,INDONESIA,CENTRAL SULAWESI,TORIBULU,-0.38,120.02,69,,,,1,,,3,,,,,,,,,,,
1710,2353,1938,5,19,83,INDONESIA,CENTRAL SULAWESI,LEMO - MAKATATE,-0.83,120.22,31,,,,1,,,,80,,,,,,2,,,,3
1710,2351,1938,5,19,83,INDONESIA,CENTRAL SULAWESI,PARIGI,-0.02,120.17,111,,,,1,,,3,,,,16,1,,1,,1,,
1711,12046,1938,5,23,85,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,208,0,41,,2,23,R,0.07,,,,,,,,,,,
1711,12042,1938,5,23,85,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,52,0,24,,2,20,R,0.42,,,,,,,,,,,
1711,12041,1938,5,23,85,JAPAN,CHIBA,CHOSHI,35.75,140.867,116,0,32,,2,23,R,0.09,,,,,,,,,,,
1711,12043,1938,5,23,85,JAPAN,MIYAGI,HANABUCHI,38.267,141.033,177,,,,2,16,R,0.23,,,,,,,,,,,
1711,12040,1938,5,23,85,JAPAN,AOMORI,HACHINOHE,40.533,141.533,426,2,24,,2,15,R,0.11,,,,,,,,,,,
1711,12044,1938,5,23,85,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,191,0,14,,2,19,R,0.05,,,,,,,,,,,
1711,12045,1938,5,23,85,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,193,1,5,,2,18,R,0.16,,,,,,,,,,,
1714,2362,1938,5,28,85,JAPAN,HOKKAIDO,LAKE KUCHARO,43.6,144.3,0,,,,1,,,0.9,,,,1,1,,1,,,7,1
1714,12047,1938,5,28,85,JAPAN,HOKKAIDO,KUSSHAROKO,43.75,144.667,34,,,,1,,,0.9,,,,,,,,,,,
1715,12048,1938,6,10,85,JAPAN,OKINAWA,"HIRARA, MIYAKOJIMA ISLAND",24.8,125.283,60,,,,2,,,0.75,,,,,,,1,,,,
2463,7046,1938,9,21,75,USA,NJ,NEW JERSEY COAST,39.95,-74.12,0,,,M,1,,,,,,,,,,,,,,
1717,12067,1938,11,5,85,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,189,0,40,,2,15,R,0.25,,,,,,,,,,,
1717,12065,1938,11,5,85,JAPAN,MIYAGI,HANABUCHI,38.267,141.033,132,1,10,,2,15,F,0.56,,,,,,,,,,,
1717,12064,1938,11,5,85,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,77,0,32,,2,15,R,0.4,,,,,,,,,,,
1717,12063,1938,11,5,85,JAPAN,CHIBA,CHOSHI,35.75,140.867,178,0,30,,2,25,R,0.14,,,,,,,,,,,
1717,12062,1938,11,5,85,JAPAN,AOMORI,HACHINOHE,40.533,141.533,371,1,30,,2,25,R,0.22,,,,,,,,,,,
1716,12061,1938,11,5,85,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,165,1,0,,2,20,R,0.32,,,,,,,,,,,
1716,12060,1938,11,5,85,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,147,,,,2,,,0.16,,,,,,,,,,,
1716,12059,1938,11,5,85,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,200,0,40,,2,18,R,0.14,,,,,,,,,,,
1716,12058,1938,11,5,85,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,151,1,15,,2,25,R,0.15,,,,,,,,,,,
1716,12056,1938,11,5,85,JAPAN,MIYAGI,AYUKAWA,38.3,141.5,135,0,43,,2,20,R,0.52,,,,,,,,,,,
1716,12055,1938,11,5,85,JAPAN,IWATE,MIYAKO,39.65,141.983,285,1,10,,2,25,R,0.21,,,,,,,,,,,
1716,12054,1938,11,5,85,JAPAN,IBARAKI,TANAKA (NAKAMINATO),36.333,140.583,131,,,,2,,,0.21,,,,,,,,,,,
1716,12053,1938,11,5,85,JAPAN,IBARAKI,IWAI(OARAI),36.333,140.583,131,,,,2,,,0.44,,,,,,,,,,,
1716,12052,1938,11,5,85,JAPAN,HOKKAIDO,HAKODATEKO,41.783,140.733,527,,,,2,,,0.03,,,,,,,,,,,
1716,12051,1938,11,5,85,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,73,0,32,,2,21,R,0.54,,,,,,,,,,,
1716,12050,1938,11,5,85,JAPAN,CHIBA,CHOSHI,35.75,140.867,168,0,30,,2,18,R,0.14,,,,,,,,,,,
1716,12049,1938,11,5,85,JAPAN,AOMORI,HACHINOHE,40.533,141.533,382,1,30,,2,22,R,0.12,,,,,,,,,,,
1716,2370,1938,11,5,85,JAPAN,HOKKAIDO,HAKODATE,41.7187,140.7247,521,2,15,,2,,R,0.05,,,,,,,,,,,
1717,27765,1938,11,5,85,JAPAN,MIYAGI,SHIOGAMA,38.3,141,137,1,1,,2,20,R,0.15,,,,,,,,,,,
1717,27764,1938,11,5,85,JAPAN,MIYAGI,AYUKAWA,38.3,141.5,124,,40,,2,,,,,,,,,,,,,,
1717,27763,1938,11,5,85,JAPAN,IWATE,MIYAKO,39.65,141.983,274,1,10,,2,,,,,,,,,,,,,,
1717,27762,1938,11,5,85,JAPAN,HOKKAIDO,HAKODATE,41.7187,140.7247,510,2,15,,2,,R,,,,,,,,,,,,
1717,12069,1938,11,5,85,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,154,1,0,,2,20,R,0.32,,,,,,,,,,,
1716,27761,1938,11,5,85,JAPAN,HOKKAIDO,KUSHIRO,42.9756,144.3714,692,1,27,,2,,,,,,,,,,,,,,
1716,27760,1938,11,5,85,JAPAN,HOKKAIDO,MURORAN,42.35,140.95,587,2,16,,2,,,,,,,,,,,,,,
1716,27759,1938,11,5,85,JAPAN,MIYAGI,SHIOGAMA,38.3,141,147,1,18,,2,28,R,0.16,,,,,,,,,,,
1717,12068,1938,11,5,85,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,137,,,,2,,,0.15,,,,,,,,,,,
1717,12066,1938,11,5,85,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,141,1,14,,2,25,R,0.15,,,,,,,,,,,
1716,12057,1938,11,5,85,JAPAN,MIYAGI,HANABUCHI (SHIOGAMA),38.267,141.033,142,1,10,,2,27,R,0.57,,,,,,,,,,,
1718,12081,1938,11,6,85,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,108,0,45,,2,11,,0.28,,,,,,,,,,,
1718,12083,1938,11,6,85,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,123,0,43,,2,12,F,0.08,,,,,,,,,,,
1719,12084,1938,11,6,85,JAPAN,AOMORI,HACHINOHE,40.533,141.533,393,1,24,,2,10,F,0.17,,,,,,,,,,,
1719,12085,1938,11,6,85,JAPAN,CHIBA,CHOSHI,35.75,140.867,158,0,30,,2,9,R,0.08,,,,,,,,,,,
1719,12086,1938,11,6,85,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,71,0,24,,2,8,R,0.25,,,,,,,,,,,
1719,12088,1938,11,6,85,JAPAN,MIYAGI,HANABUCHI,38.267,141.033,153,1,20,,2,,,0.59,,,,,,,,,,,
1719,12090,1938,11,6,85,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,212,0,54,,2,11,R,0.13,,,,,,,,,,,
1719,12091,1938,11,6,85,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,161,0,54,,2,11,R,0.18,,,,,,,,,,,
1719,12092,1938,11,6,85,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,157,,,,2,18,R,0.03,,,,,,,,,,,
1719,12093,1938,11,6,85,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,176,0,50,,2,10,R,0.07,,,,,,,,,,,
1718,12072,1938,11,6,85,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,102,0,25,,2,11,F,0.19,,,,,,,,,,,
1718,12073,1938,11,6,85,JAPAN,HOKKAIDO,HAKODATEKO,41.783,140.733,485,1,45,,2,,F,0.03,,,,,,,,,,,
1718,12074,1938,11,6,85,JAPAN,IBARAKI,IWAI(OARAI),36.333,140.583,169,,,,2,,,0.27,,,,,,,,,,,
1718,12075,1938,11,6,85,JAPAN,IBARAKI,TANAKA (NAKAMINATO),36.333,140.583,169,,,,2,,,0.07,,,,,,,,,,,
1718,12076,1938,11,6,85,JAPAN,IWATE,MIYAKO,39.65,141.983,240,0,53,,2,10,F,0.11,,,,,,,,,,,
1718,12077,1938,11,6,85,JAPAN,MIYAGI,AYUKAWA,38.3,141.5,93,0,35,,2,15,,0.62,,,,,,,,,,,
1718,12080,1938,11,6,85,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,157,0,46,,2,10,F,0.28,,,,,,,,,,,
1718,2389,1938,11,6,85,JAPAN,HOKKAIDO,KUSHIRO,42.967,144.367,646,1,45,,2,,,,,,,,,,,,,,
1719,12089,1938,11,6,85,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,162,1,12,,2,13,R,0.03,,,,,,,,,,,
1719,2403,1938,11,6,85,JAPAN,MIYAGI,SHIOGAMA,38.32,141,159,1,35,,2,23,R,0.05,,,,,,,,,,,
1718,12082,1938,11,6,85,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,113,1,25,,2,25,F,0.05,,,,,,,,,,,
1718,12070,1938,11,6,85,JAPAN,AOMORI,HACHINOHE,40.533,141.533,338,1,23,,2,10,F,0.07,,,,,,,,,,,
1718,12071,1938,11,6,85,JAPAN,CHIBA,CHOSHI,35.75,140.867,212,0,39,,2,10,F,0.07,,,,,,,,,,,
1719,12087,1938,11,6,85,JAPAN,MIYAGI,AYUKAWA,38.3,141.5,146,0,48,,2,,R,0.62,,,,,,,,,,,
1718,12078,1938,11,6,85,JAPAN,MIYAGI,HANABUCHI,38.267,141.033,109,,,,2,,,0.43,,,,,,,,,,,
1718,12079,1938,11,6,85,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,112,1,5,,2,13,F,0.05,,,,,,,,,,,
1722,2405,1938,11,10,87,USA,AK,"UNALASKA, DUTCH HARBOR, AK",53.898,-166.515,552,1,42,,2,60,,0.1,,,,,,,,,,,
1722,2406,1938,11,10,87,USA,AK,"SEWARD, AK",60.119,-149.427,739,1,30,,2,75,,0.08,,,,,,,,,,,
1722,2407,1938,11,10,87,USA,AK,"SITKA, AK",57.052,-135.342,1426,2,24,,2,100,,0.08,,,,,,,,,,,
1722,2408,1938,11,10,88,USA,CA,"SAN DIEGO, CA",32.715,-117.174,4057,6,52,,2,55,,0.1,,,,,,,,,,,
1722,2411,1938,11,10,80,USA,HI,"HONOLULU, OAHU, HI",21.3067,-157.867,3801,5,,,2,30,R,0.1,,,,,,,,,,,
1722,2410,1938,11,10,80,USA,HI,"HILO, HAWAII, HI",19.7303,-155.0553,3986,,,,2,30,,0.3,,,,,,,,,,,
1722,11336,1938,11,10,88,CANADA,BC,"TOFINO (CLAYOQUOT),BRITISH COLUMBIA",49.153,-125.913,2292,3,52,,2,63,F,0.14,,,,,,,,,,,
1722,2412,1938,11,10,88,USA,CA,"CRESCENT CITY, CA",41.7456,-124.184,2898,4,13,,2,45,,0.18,,,,,,,,,,,
1722,2409,1938,11,10,88,USA,CA,"SANTA MONICA, CA",34.008,-118.5,3868,5,1,,2,35,,0.05,,,,,,,,,,,
1725,12100,1938,11,13,85,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,174,0,41,,2,11,R,0.07,,,,,,,,,,,
1725,12099,1938,11,13,85,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,151,1,20,,2,10,R,0.03,,,,,,,,,,,
1725,12098,1938,11,13,85,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,159,0,29,,2,11,R,0.21,,,,,,,,,,,
1725,12097,1938,11,13,85,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,212,0,59,,2,12,R,0.11,,,,,,,,,,,
1725,12096,1938,11,13,85,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,159,1,19,,2,10,R,0.03,,,,,,,,,,,
1725,12094,1938,11,13,85,JAPAN,CHIBA,CHOSHI,35.75,140.867,150,0,42,,2,15,R,0.06,,,,,,,,,,,
1725,12095,1938,11,13,85,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,54,0,27,,2,10,R,0.36,,,,,,,,,,,
1727,12102,1938,11,22,85,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,110,0,38,,2,6,F,0.14,,,,,,,,,,,
1727,12104,1938,11,22,85,JAPAN,MIYAGI,OSHIMA (SHIOGAMAKO),38.3,141,203,0,23,,2,5,F,0.02,,,,,,,,,,,
1727,12103,1938,11,22,85,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,201,0,29,,2,17,F,0.08,,,,,,,,,,,
1727,12101,1938,11,22,85,JAPAN,CHIBA,CHOSHI,35.75,140.867,153,0,44,,2,15,F,0.03,,,,,,,,,,,
1728,12107,1938,11,30,85,JAPAN,HOKKAIDO,HAKODATEKO,41.783,140.733,547,,,,2,,,0.08,,,,,,,,,,,
1728,12106,1938,11,30,85,JAPAN,FUKUSHIMA,ONAHAMA,36.933,140.9,116,0,30,,2,20,F,0.08,,,,,,,,,,,
1728,2425,1938,11,30,85,JAPAN,CHIBA,CHOSHI,35.75,140.867,183,0,44,,2,,F,,,,,,,,,,,,
1728,12108,1938,11,30,85,JAPAN,MIYAGI,ISHINOMAKI,38.417,141.267,178,2,30,,2,18,F,0.05,,,,,,,,,,,
1728,12109,1938,11,30,85,JAPAN,MIYAGI,KESENNUMAGYOKO,38.9,141.6,218,1,3,,2,12,F,0.06,,,,,,,,,,,
1728,12111,1938,11,30,85,JAPAN,MIYAGI,TSUKIHAMA,38.567,141.45,186,2,,,2,12,F,0.06,,,,,,,,,,,
1728,12110,1938,11,30,85,JAPAN,MIYAGI,ONAGAWA,38.433,141.45,173,0,30,,2,14,F,0.09,,,,,,,,,,,
1728,2427,1938,11,30,85,JAPAN,HOKKAIDO,HAKODATE,41.7187,140.7247,540,3,,,2,25,R,0.05,,,,,,,,,,,
1728,12105,1938,11,30,85,JAPAN,AOMORI,HACHINOHE,40.533,141.533,397,3,35,,2,18,R,0.1,,,,,,,,,,,
1730,2434,1939,1,30,82,PAPUA NEW GUINEA,,"KOKOPO, NEW BRITAIN",-4.35,152.267,460,,,,1,,,,,,,,,,,,,,
1730,29928,1939,1,30,82,SOLOMON ISLANDS,,"ARIGUA, BOUGAINVILLE ISLAND",-5.9333,155.35,128,,,,1,,,,,,,,,,,,,,
1730,2433,1939,1,30,82,SOLOMON ISLANDS,,FAISI,-7.070833,155.86944,53,,,,1,,,,,,,,,,,,,,
1731,12113,1939,3,20,85,JAPAN,KOCHI,TOSA-SHIMIZU,32.7792,132.9589,105,,,,2,,,0.06,,,,,,,,,,,
1731,12112,1939,3,20,85,JAPAN,KOCHI,MUROTOMISAKI,33.267,134.167,229,,,,2,,,0.4,,,,,,,,,,,
1731,12115,1939,3,20,85,JAPAN,MIYAZAKI,HOSOSHIMA,32.433,131.667,35,,,,2,,,0.04,,,,,,,,,,,
1731,12114,1939,3,20,85,JAPAN,MIYAZAKI,ABURATSU,31.583,131.417,97,,,,2,,,0.08,,,,,,,,,,,
1733,2440,1939,4,30,82,PAPUA NEW GUINEA,,"GASMATA, NEW BRITAIN",-6.27,150.3333,1037,,,,1,,,1.5,,,,,,,,,,,
1733,25535,1939,4,30,82,PAPUA NEW GUINEA,,"RABAUL, NEW BRITAIN",-4.22,152.18,962,,,,1,,,,,,,,,,,,,,
1733,2441,1939,4,30,82,SOLOMON ISLANDS,,RUSSELL ISLANDS,-9.05,159.2,28,,,,1,,,,,,,12,1,,,,,,
1733,2439,1939,4,30,82,SOLOMON ISLANDS,,"BEAUFORT BAY, GUADALCANAL",-9.6287,159.667,60,,,,1,,,10.5,,,,,,,1,,,,1
1733,32230,1939,4,30,82,PAPUA NEW GUINEA,,PANAEATI ISLAND,-10.683333,152.366667,768,,,,1,,,,,,,,,,,,,,
1733,32229,1939,4,30,82,PAPUA NEW GUINEA,,MISIMA ISLAND,-10.683333,152.716667,730,,,,1,,,,,,,,,,,,,,
1734,12116,1939,5,1,85,JAPAN,AKITA,NOSHIROKO,40.217,140,44,0,32,,2,60,,0.03,,,,,,,,,,,
1734,28491,1939,5,1,85,JAPAN,AKITA,CAPE OPPA,,,,,,,1,,,,,,,,,,,,,,
1734,28489,1939,5,1,85,JAPAN,AKITA,HADACHI,39.904,139.862,38,,,,1,,,,,,,,,,,,,,
1734,28488,1939,5,1,85,JAPAN,NIIGATA,"MINAMIHIRASAWA, SADO ISLAND",38.096,138.4343,241,,,,1,,,,,,,,,,,,,,
1734,28487,1939,5,1,85,JAPAN,AOMORI,MASUKAWA,41.1833,140.4333,144,,,,1,,,,,,,,,,,,,,
1734,28486,1939,5,1,85,JAPAN,YAMAGATA,ONAGAWA,39.05,139.92,122,,,,1,,,,,,,,,,,,,,
1734,28485,1939,5,1,85,JAPAN,AKITA,TSUBAKI,40.35,140.026,53,,,,1,,,1.2,,,,,,,,,,,
1734,28490,1939,5,1,85,JAPAN,AKITA,WAKIMOTO,39.903,139.9,41,,,,1,,,,30,,,,,,,,,,
1734,12118,1939,5,1,85,JAPAN,AOMORI,AJIGASAWA,40.783,140.217,97,0,32,,2,,,0.03,,,,,,,,,,,
1734,12119,1939,5,1,85,JAPAN,YAMAGATA,SAKATA,38.917,139.817,134,0,40,,2,,,0.05,,,,,,,,,,,
1734,28475,1939,5,1,85,JAPAN,,USAWA,,,,,,,1,,,,,,,,,,,,,,
1734,12117,1939,5,1,85,JAPAN,AKITA,TSUCHIZAKIKO,39.75,140.083,63,0,18,,2,,,0.14,,,,,,,,,,,
1734,28484,1939,5,1,85,JAPAN,AKITA,KAMO,39.9,139.736,30,,,,1,,,,,,,,,,,,,,
1734,28483,1939,5,1,85,JAPAN,AKITA,KANAGASAKI,39.568,140.215,85,,,,1,,,,,,,,,,,,,,
1734,28482,1939,5,1,85,JAPAN,FUKUI,SHIODO,35.493,135.547,619,,,,1,,,,,,,,,,,,,,
1734,28477,1939,5,1,85,JAPAN,AKITA,HATAKA,40,139.7,20,,,,1,,,,,,,,,,,,,,
1734,28478,1939,5,1,85,JAPAN,AKITA,TOGA,39.95,139.722,25,,,,1,,,,,,,,,,,,,,
1734,28471,1939,5,1,85,JAPAN,AKITA,HAMAMAGUCHI,39.96,139.82,31,,,,1,,,,13,,,,,,,,,,
1734,28472,1939,5,1,85,JAPAN,AKITA,KITA'URA,39.968,139.78,28,,,,1,,,,,,,,,,,,,,
1734,28473,1939,5,1,85,JAPAN,AKITA,YUSHIRI,39.975,139.76,26,,,,1,,,0.9,,,,,,,,,,,
1734,28474,1939,5,1,85,JAPAN,AKITA,NISHIKUROSAWA,39.98,139.73,24,,,,1,,,,,,,,,,,,,,
1734,28480,1939,5,1,85,JAPAN,YAMAGATA,HAMANAKA,38.82,139.78,144,,,,1,,,,,,,,,,,,,,
1734,28481,1939,5,1,85,JAPAN,,SHIOHAMA,,,,,,,1,,,,,,,,,,,,,,
1734,28479,1939,5,1,85,JAPAN,AKITA,HAMASHIOYA,39.954,139.722,25,,,,1,,,,,,,,,,,,,,
1734,28476,1939,5,1,85,JAPAN,AOMORI,KOHAMA,40.83,140.72,131,,,,1,,,,,,,,,,,,,,
1735,25373,1939,5,7,84,PHILIPPINES,,VERDE ISLAND,13.53,121.0833,18,,,,1,,,,,,,,,,,,,,
4258,31939,1939,5,8,73,AZORES (PORTUGAL),,PONTA DELGADA,37.735,-25.672,134,,,,2,,,0.15,,,,,,,,,,,
4258,31940,1939,5,8,73,AZORES (PORTUGAL),,"ANGRA DO HEROISMO, TERCEIRA",38.66,-27.2333,304,,,,2,,,0.2,,,,,,,,,,,
1736,15728,1939,6,22,77,GHANA,,TISHI,,,,,,,1,,,,,,,,,,,,,,
1736,2446,1939,6,22,77,GHANA,,LABADI,5.55,-0.217,42,,,,1,,,,,,,,,,,,,,
1737,6731,1939,8,15,74,CUBA,,CAYO FRANCES,21.9,-84.033,510,,,,1,,,,,,,,,,,,,,
1738,29544,1939,12,21,83,INDONESIA,CENTRAL SULAWESI,MINAHASSA PENINSULA,,,,,,,1,,,,,,,,,,,,,,
1738,2447,1939,12,21,83,INDONESIA,NORTH SULAWESI,LANGOAN,1.1578,123.8433,159,,,,1,,,,,,,,,,1,,,,
2301,10851,1939,12,26,40,UKRAINE,,KERCH,45.358,36.476,670,2,42,,2,,R,,,,,,,,,,,,
2301,10850,1939,12,26,40,UKRAINE,,SEVASTOPOL,44.617,33.533,731,2,15,,2,,R,0.5,,,,,,,,,,,
2301,10855,1939,12,26,40,UKRAINE,,FEODOSIYA,45.033,35.383,677,1,20,,2,,R,,,,,,,,,,,,
2301,10847,1939,12,26,40,GEORGIA,,BATUMI,41.639,41.637,273,0,0,,2,,F,0.07,,,,,,,,,,,
2301,10848,1939,12,26,40,UKRAINE,,NOVOROSSIYSK,46.117,32.633,901,1,13,,2,,R,0.53,,,,,,,,,,,
2301,10852,1939,12,26,40,RUSSIA,,TUAPSE,44.1,39.067,483,0,50,,2,,R,,,,,,,,,,,,
2301,10853,1939,12,26,40,TURKEY,,FATSA,41.028,37.501,222,,,,2,,F,,20,,,,,,,,,,
2301,10854,1939,12,26,40,GEORGIA,,POTI,42.167,41.683,322,,,,2,,R,,,,,,,,,,,,
2301,10849,1939,12,26,40,UKRAINE,,YALTA,44.5,34.167,687,0,53,,2,,R,0.27,,,,,,,,,,,
1739,28156,1940,5,24,89,PERU,,HUARMEY,-11.1,-77.6,94,,,,1,,,,,,,,,,,,,,
1741,2460,1940,8,1,85,JAPAN,HOKKAIDO,"MASANDOMARI PORT, RISHIRI ISLAND",45.11,141.25,172,,,,1,,,2.5,,,,,,,,,,,
1741,12135,1940,8,1,85,JAPAN,HOKKAIDO,OSHORO,43.2,140.867,156,0,32,,2,23,,0.22,,,,,,,,,,,
1741,12138,1940,8,1,85,JAPAN,HOKKAIDO,RUMOI,43.95,141.65,174,,,,1,,,2,,,,,,,,,,,
1741,28492,1940,8,1,85,JAPAN,HOKKAIDO,MOOI,,,,,,,1,20,,1.2,,,,,,,,,,,
1741,12130,1940,8,1,85,JAPAN,HOKKAIDO,MASHIKE,43.85,141.533,167,,,,1,,,2,,,,,,,,,,,
1741,28496,1940,8,1,85,JAPAN,HOKKAIDO,SHIOYA,45.245,141.224,179,,,,1,,,1.2,,,,,,,,,,,
1741,12142,1940,8,1,85,JAPAN,HOKKAIDO,YOICHI,43.2,140.783,152,,,,1,,,1.5,,,,,,,,,,,
1741,28497,1940,8,1,85,JAPAN,HOKKAIDO,FURUHIRA,43.26,140.65,140,,,,1,,,1.2,,,,,,,,,,,
1741,28498,1940,8,1,85,JAPAN,HOKKAIDO,BIKUNI,43.3,140.64,136,,,,1,,,1.5,,,,,,,,,,,
1741,12124,1940,8,1,85,JAPAN,HOKKAIDO,IRIKA,43.367,140.483,122,,,,1,,,2.7,,,,,,,,,,,
1741,28499,1940,8,1,85,JAPAN,HOKKAIDO,TOMARI,43.1,140.46,145,,,,1,,,1.2,,,,,,,,,,,
1741,12145,1940,8,1,85,JAPAN,"OKUSHIRI IS, HOKKAIDO",INAHOMISAKI,42.25,139.567,217,,,,1,,,1,,,,,,,,,,,
1741,12131,1940,8,1,85,JAPAN,HOKKAIDO,MATSUMAE,41.417,140.1,313,,,,2,,,1,,,,,,,,,,,
1741,2454,1940,8,1,85,JAPAN,HOKKAIDO,WAKKANAI,45.4,141.683,218,,,,1,,,,,,,,,,1,,,,
1741,12141,1940,8,1,85,JAPAN,HOKKAIDO,TESHIO,44.883,141.75,194,,,,1,,,2,,,,10,1,,1,,1,,
1741,2485,1940,8,1,86,RUSSIA,PRIMORSKY,OLGA,43.744444,135.284722,341,,,,1,,,,,,,,,,,,,,
1741,2488,1940,8,1,86,RUSSIA,PRIMORSKY,TETYUKHE,44.364,135.818,294,0,34,,1,,,3.5,,,,,,,1,,,,
1741,2462,1940,8,1,85,JAPAN,HOKKAIDO,"MOTOMURA, RISHIRI ISLAND",45.11,141.25,172,,,,1,,,1.7,,,,,,,,,,,
1741,2450,1940,8,1,85,JAPAN,HOKKAIDO,"CAPE KUTSUGATA, RISHIRI ISLAND",45.1836,141.14,170,,,,1,,,1.2,,,,,,,,,,,
1741,2465,1940,8,1,85,JAPAN,HOKKAIDO,"ONIWAKI, RISHIRI ISLAND",45.13,141.3,176,,,,1,,,2.5,,,,,,,,,,,
1741,2469,1940,8,1,85,JAPAN,HOKKAIDO,"RATADOMARI, RISHIRI ISLAND",45.11,141.25,172,,,,1,,,2.5,,,,,,,,,,,
1741,16509,1940,8,1,86,RUSSIA,KHABAROVSK KRAI,GROSSEVICHI BAY,47.986,139.532,421,,,,1,,,1,,,,,,,1,,,,
1741,12132,1940,8,1,85,JAPAN,HOKKAIDO,MATSUMAEKOJIMA,41.367,139.817,316,,,,2,,,1.5,,,,,,,,,,,
1741,12133,1940,8,1,85,JAPAN,HOKKAIDO,NISHISHIMAMAKI,42.75,140.133,169,,,,1,,,1.5,,,,,,,,,,,
1741,12134,1940,8,1,85,JAPAN,HOKKAIDO,ONISHIKA,44.15,141.667,173,,,,1,,,2,100,,,,,,,,,,
1741,12137,1940,8,1,85,JAPAN,HOKKAIDO,OTARUKO,43.167,141.033,169,,,,2,10,,0.75,,,,,,,,,,,
1741,12139,1940,8,1,85,JAPAN,HOKKAIDO,SETANA,42.45,139.85,197,,,,1,,,1,,,,,,,1,,,,
1741,12140,1940,8,1,85,JAPAN,HOKKAIDO,SUTTSU,42.8,140.233,167,,,,1,,,1,,,,,,,,,,,
1741,12143,1940,8,1,85,JAPAN,ISHIKAWA,WAJIMA,37.4,136.9,787,1,42,,2,21,,0.46,,,,,,,,,,,
1741,12144,1940,8,1,85,JAPAN,NIIGATA,NIIGATAKO (HIGASHI),37.983,139.217,692,1,33,,2,10,,0.05,,,,,,,,,,,
1741,12146,1940,8,1,85,JAPAN,YAMAGATA,SAKATA,38.917,139.817,588,1,22,,2,17,,0.41,,,,,,,,,,,
